BBB9,-600,-3,-85,24994,-10548,-25020,394,4,-979,4355,2418,3859,79
BBB9,-600,-8,-49,24994,4223,-25020,104,165,-1012,4304,2418,3872,79
BBB9,-600,-5,-69,24995,-25001,-25020,641,-319,-754,4277,2418,3892,79
BBB9,-600,-5,-74,24995,2749,-25020,-234,263,-974,4252,2418,3872,79
BBB9,-600,-10,-54,24995,5191,-25020,507,552,-748,4205,2418,3893,79
BBB9,-600,0,-70,24995,-25001,-25020,-44,-653,-768,4168,2425,3891,79
BBB9,-600,1,-70,24994,8751,-25020,416,531,-846,4149,2425,3879,79
BBB9,-600,3,-33,18974,-22239,-25020,102,-366,-954,4097,2425,3889,79
BBB9,-600,4,-72,24994,1835,-25020,355,14,-958,4076,2425,3872,79
BBB9,-600,5,-23,7944,-25001,-25020,541,-32,-903,4024,2431,3888,79
BBB9,-600,4,-61,24994,11804,-25020,-227,300,-976,4019,2431,3884,79
BBB9,-584,2,-35,24994,-25001,-25020,496,-822,-432,3966,2431,3933,79
BBB9,-559,10,-72,24994,928,-25020,-191,638,-832,3955,2431,3885,79
BBB9,-514,5,-28,16104,-25001,-25020,124,-824,-571,3900,2437,3923,79
BBB9,-484,-15,0,8999,24167,-25020,612,170,-840,3856,2437,3913,79
BBB9,-454,6,-67,24995,-6261,-25020,169,-134,-1010,3856,2437,3869,79
BBB9,-416,3,-23,24994,-25001,-25020,655,-767,-365,3769,2437,4002,79
BBB9,-367,-4,35,-19112,2142,-25020,1028,14,-386,3746,2437,3943,79
BBB9,-361,-11,22,24994,24997,-25020,661,840,-217,3710,2437,3935,79
BBB9,-323,15,-30,24994,9276,-25020,329,621,-792,3730,2437,3895,79
BBB9,-281,-12,-12,24994,-25001,-25020,537,-812,-411,3608,2437,3952,79
BBB9,-256,17,20,4222,-25001,-25020,827,-781,-59,3566,2443,4038,79
BBB9,-214,28,57,-25003,-25001,-25020,684,-877,-119,3550,2443,3944,79
BBB9,-204,36,57,-25003,-25001,-25020,581,-800,-421,3508,2443,3932,79
BBB9,-185,21,84,-25003,-19182,-25020,713,-115,-766,3466,2443,3910,79
BBB9,-165,-5,80,-25003,12569,-25020,926,371,-413,3415,2443,3939,79
BBB9,-154,-15,98,-25003,23804,-25020,930,0,-513,3378,2443,3915,79
BBB9,-131,-21,79,-1799,24996,-25020,640,476,-674,3339,2443,3928,79
BBB9,-143,-24,62,-5733,24996,-25020,582,818,-346,3250,2443,4015,79
BBB9,-139,-34,74,-25003,24996,-25020,934,537,-169,3208,2450,3935,79
BBB9,-79,9,101,-25003,5144,-25020,666,-304,-747,3212,2450,3904,79
BBB9,-102,17,97,-25003,-3238,-25020,776,70,-463,3156,2450,3911,79
BBB9,-107,-1,90,-25003,5041,-25020,1008,-169,-395,3104,2450,3920,79
BBB9,-90,3,95,-25003,3979,-25020,406,-450,-852,3065,2456,3891,79
